name,move,level_learned_at,power,damage_class,type
hypno,double-edge,0.0,120.0,physical,normal
kingler,double-edge,0.0,120.0,physical,normal
electrode,double-edge,0.0,120.0,physical,normal
exeggutor,double-edge,0.0,120.0,physical,normal
marowak,double-edge,0.0,120.0,physical,normal
hitmonlee,double-edge,0.0,120.0,physical,normal
hitmonchan,double-edge,0.0,120.0,physical,normal
rhydon,double-edge,0.0,120.0,physical,normal
chansey,double-edge,54.0,120.0,physical,normal
seadra,double-edge,0.0,120.0,physical,normal
seaking,double-edge,0.0,120.0,physical,normal
starmie,double-edge,0.0,120.0,physical,normal
mr-mime,double-edge,0.0,120.0,physical,normal
jynx,double-edge,0.0,120.0,physical,normal
electabuzz,double-edge,0.0,120.0,physical,normal
magmar,double-edge,0.0,120.0,physical,normal
gyarados,double-edge,0.0,120.0,physical,normal
vaporeon,double-edge,0.0,120.0,physical,normal
jolteon,double-edge,0.0,120.0,physical,normal
flareon,double-edge,0.0,120.0,physical,normal
omastar,double-edge,0.0,120.0,physical,normal
kabutops,double-edge,0.0,120.0,physical,normal
snorlax,double-edge,48.0,120.0,physical,normal
dragonair,double-edge,0.0,120.0,physical,normal
dragonite,double-edge,0.0,120.0,physical,normal
mew,double-edge,0.0,120.0,physical,normal
ivysaur,double-edge,0.0,120.0,physical,normal
golem,double-edge,0.0,120.0,physical,normal
squirtle,tail-whip,1.0,,status,normal
rattata,tail-whip,1.0,,status,normal
nidoran-f,tail-whip,21.0,,status,normal
vulpix,tail-whip,1.0,,status,normal
meowth,tail-whip,0.0,,status,normal
psyduck,tail-whip,28.0,,status,normal
wartortle,tail-whip,1.0,,status,normal
blastoise,tail-whip,1.0,,status,normal
raticate,tail-whip,1.0,,status,normal
pikachu,tail-whip,6.0,,status,normal
raichu,tail-whip,1.0,,status,normal
nidorina,tail-whip,23.0,,status,normal
nidoqueen,tail-whip,1.0,,status,normal
ninetales,tail-whip,1.0,,status,normal
golduck,tail-whip,1.0,,status,normal
ponyta,tail-whip,30.0,,status,normal
cubone,tail-whip,13.0,,status,normal
rhyhorn,tail-whip,35.0,,status,normal
kangaskhan,tail-whip,31.0,,status,normal
goldeen,tail-whip,1.0,,status,normal
tauros,tail-whip,28.0,,status,normal
eevee,tail-whip,31.0,,status,normal
rapidash,tail-whip,1.0,,status,normal
marowak,tail-whip,1.0,,status,normal
rhydon,tail-whip,1.0,,status,normal
chansey,tail-whip,1.0,,status,normal
seaking,tail-whip,1.0,,status,normal
vaporeon,tail-whip,37.0,,status,normal
jolteon,tail-whip,37.0,,status,normal
flareon,tail-whip,37.0,,status,normal
weedle,poison-sting,1.0,15.0,physical,poison
ekans,poison-sting,10.0,15.0,physical,poison
sandshrew,poison-sting,24.0,15.0,physical,poison
nidoran-f,poison-sting,14.0,15.0,physical,poison
nidoran-m,poison-sting,14.0,15.0,physical,poison
tentacool,poison-sting,18.0,15.0,physical,poison
beedrill,poison-sting,1.0,15.0,physical,poison
arbok,poison-sting,1.0,15.0,physical,poison
sandslash,poison-sting,27.0,15.0,physical,poison
nidorina,poison-sting,14.0,15.0,physical,poison
nidoqueen,poison-sting,14.0,15.0,physical,poison
nidorino,poison-sting,14.0,15.0,physical,poison
nidoking,poison-sting,1.0,15.0,physical,poison
tentacruel,poison-sting,18.0,15.0,physical,poison
beedrill,twineedle,20.0,25.0,physical,bug
shellder,twineedle,0.0,25.0,physical,bug
cloyster,twineedle,1.0,25.0,physical,bug
beedrill,pin-missile,30.0,25.0,physical,bug
sandslash,pin-missile,0.0,25.0,physical,bug
cloyster,pin-missile,0.0,25.0,physical,bug
jolteon,pin-missile,48.0,25.0,physical,bug
omastar,pin-missile,0.0,25.0,physical,bug
mew,pin-missile,0.0,25.0,physical,bug
charmander,leer,15.0,,status,normal
spearow,leer,9.0,,status,normal
ekans,leer,1.0,,status,normal
nidoran-m,leer,1.0,,status,normal
mankey,leer,1.0,,status,normal
growlithe,leer,23.0,,status,normal
machop,leer,25.0,,status,normal
charmeleon,leer,15.0,,status,normal
charizard,leer,1.0,,status,normal
fearow,leer,1.0,,status,normal
arbok,leer,1.0,,status,normal
nidorino,leer,1.0,,status,normal
nidoking,leer,1.0,,status,normal
primeape,leer,1.0,,status,normal
arcanine,leer,1.0,,status,normal
machoke,leer,1.0,,status,normal
machamp,leer,1.0,,status,normal
farfetchd,leer,7.0,,status,normal
doduo,leer,8.0,,status,normal
shellder,leer,39.0,,status,normal
krabby,leer,1.0,,status,normal
cubone,leer,25.0,,status,normal
rhyhorn,leer,50.0,,status,normal
kangaskhan,leer,41.0,,status,normal
horsea,leer,24.0,,status,normal
scyther,leer,17.0,,status,normal
tauros,leer,35.0,,status,normal
omanyte,leer,39.0,,status,normal
kabuto,leer,44.0,,status,normal
articuno,leer,16.0,,status,normal
zapdos,leer,16.0,,status,normal
moltres,leer,51.0,,status,normal
dratini,leer,1.0,,status,normal
dodrio,leer,8.0,,status,normal
cloyster,leer,1.0,,status,normal
kingler,leer,1.0,,status,normal
marowak,leer,1.0,,status,normal
hitmonchan,leer,5.0,,status,normal
rhydon,leer,55.0,,status,normal
seadra,leer,24.0,,status,normal
electabuzz,leer,1.0,,status,normal
magmar,leer,36.0,,status,normal
gyarados,leer,1.0,,status,normal
flareon,leer,42.0,,status,normal
omastar,leer,39.0,,status,normal
kabutops,leer,46.0,,status,normal
dragonair,leer,1.0,,status,normal
dragonite,leer,1.0,,status,normal
charmander,bite,0.0,60.0,physical,dark
squirtle,bite,22.0,60.0,physical,dark
rattata,bite,0.0,60.0,physical,dark
ekans,bite,17.0,60.0,physical,dark
nidoran-f,bite,29.0,60.0,physical,dark
zubat,bite,15.0,60.0,physical,dark
meowth,bite,12.0,60.0,physical,dark
growlithe,bite,1.0,60.0,physical,dark
charmeleon,bite,0.0,60.0,physical,dark
charizard,bite,0.0,60.0,physical,dark
wartortle,bite,24.0,60.0,physical,dark
blastoise,bite,24.0,60.0,physical,dark
raticate,bite,10.0,60.0,physical,dark
arbok,bite,17.0,60.0,physical,dark
nidorina,bite,32.0,60.0,physical,dark
nidoqueen,bite,1.0,60.0,physical,dark
golbat,bite,1.0,60.0,physical,dark
persian,bite,1.0,60.0,physical,dark
arcanine,bite,1.0,60.0,physical,dark
kangaskhan,bite,26.0,60.0,physical,dark
eevee,bite,37.0,60.0,physical,dark
omanyte,bite,13.0,60.0,physical,dark
aerodactyl,bite,38.0,60.0,physical,dark
gyarados,bite,1.0,60.0,physical,dark
vaporeon,bite,40.0,60.0,physical,dark
jolteon,bite,1.0,60.0,physical,dark
flareon,bite,40.0,60.0,physical,dark
omastar,bite,1.0,60.0,physical,dark
snorlax,bite,16.0,60.0,physical,dark
bulbasaur,growl,1.0,,status,normal
charmander,growl,1.0,,status,normal
spearow,growl,1.0,,status,normal
nidoran-f,growl,1.0,,status,normal
diglett,growl,15.0,,status,normal
meowth,growl,1.0,,status,normal
venusaur,growl,1.0,,status,normal
charmeleon,growl,1.0,,status,normal
charizard,growl,1.0,,status,normal
fearow,growl,1.0,,status,normal
pikachu,growl,1.0,,status,normal
raichu,growl,1.0,,status,normal
nidorina,growl,1.0,,status,normal
nidoqueen,growl,1.0,,status,normal
clefairy,growl,1.0,,status,normal
clefable,growl,1.0,,status,normal
dugtrio,growl,1.0,,status,normal
persian,growl,1.0,,status,normal
ponyta,growl,35.0,,status,normal
slowpoke,growl,27.0,,status,normal
doduo,growl,20.0,,status,normal
seel,growl,30.0,,status,normal
cubone,growl,1.0,,status,normal
kangaskhan,growl,4.0,,status,normal
lapras,growl,1.0,,status,normal
eevee,growl,16.0,,status,normal
rapidash,growl,1.0,,status,normal
slowbro,growl,27.0,,status,normal
dodrio,growl,1.0,,status,normal
dewgong,growl,1.0,,status,normal
marowak,growl,1.0,,status,normal
chansey,growl,30.0,,status,normal
vaporeon,growl,1.0,,status,normal
jolteon,growl,1.0,,status,normal
flareon,growl,1.0,,status,normal
ivysaur,growl,1.0,,status,normal
charmander,roar,0.0,,status,normal
vulpix,roar,21.0,,status,normal
growlithe,roar,1.0,,status,normal
venusaur,roar,0.0,,status,normal
charmeleon,roar,0.0,,status,normal
charizard,roar,0.0,,status,normal
blastoise,roar,0.0,,status,normal
raticate,roar,0.0,,status,normal
nidoqueen,roar,0.0,,status,normal
nidoking,roar,0.0,,status,normal
ninetales,roar,1.0,,status,normal
persian,roar,0.0,,status,normal
arcanine,roar,1.0,,status,normal
onix,roar,0.0,,status,normal
rhyhorn,roar,0.0,,status,normal
kangaskhan,roar,0.0,,status,normal
lapras,roar,0.0,,status,normal
eevee,roar,0.0,,status,normal
aerodactyl,roar,0.0,,status,normal
articuno,roar,0.0,,status,normal
zapdos,roar,0.0,,status,normal
moltres,roar,0.0,,status,normal
rhydon,roar,0.0,,status,normal
magmar,roar,0.0,,status,normal
gyarados,roar,0.0,,status,normal
vaporeon,roar,0.0,,status,normal
jolteon,roar,0.0,,status,normal
flareon,roar,0.0,,status,normal
dragonite,roar,0.0,,status,normal
mew,roar,0.0,,status,normal
ivysaur,roar,0.0,,status,normal
golem,roar,0.0,,status,normal
clefairy,sing,13.0,,status,normal
clefable,sing,1.0,,status,normal
jigglypuff,sing,1.0,,status,normal
wigglytuff,sing,1.0,,status,normal
lapras,sing,16.0,,status,normal
chansey,sing,24.0,,status,normal
jynx,sing,20.0,,status,normal
nidoran-f,supersonic,0.0,,status,normal
nidoran-m,supersonic,0.0,,status,normal
zubat,supersonic,10.0,,status,normal
venonat,supersonic,11.0,,status,normal
tentacool,supersonic,7.0,,status,normal
butterfree,supersonic,21.0,,status,normal
nidoqueen,supersonic,1.0,,status,normal
nidoking,supersonic,1.0,,status,normal
golbat,supersonic,10.0,,status,normal
venomoth,supersonic,1.0,,status,normal
tentacruel,supersonic,1.0,,status,normal
magnemite,supersonic,29.0,,status,normal
doduo,supersonic,0.0,,status,normal
shellder,supersonic,18.0,,status,normal
lickitung,supersonic,1.0,,status,normal
goldeen,supersonic,19.0,,status,normal
staryu,supersonic,0.0,,status,normal
omanyte,supersonic,0.0,,status,normal
aerodactyl,supersonic,33.0,,status,normal
dratini,supersonic,0.0,,status,normal
magneton,supersonic,29.0,,status,normal
dodrio,supersonic,1.0,,status,normal
cloyster,supersonic,1.0,,status,normal
seaking,supersonic,1.0,,status,normal
omastar,supersonic,1.0,,status,normal
magnemite,sonic-boom,21.0,,special,normal
voltorb,sonic-boom,17.0,,special,normal
magneton,sonic-boom,1.0,,special,normal
electrode,sonic-boom,1.0,,special,normal
ekans,disable,0.0,,status,normal
nidoran-f,disable,0.0,,status,normal
nidoran-m,disable,0.0,,status,normal
vulpix,disable,0.0,,status,normal
venonat,disable,1.0,,status,normal
psyduck,disable,31.0,,status,normal
ninetales,disable,1.0,,status,normal
jigglypuff,disable,14.0,,status,normal
wigglytuff,disable,1.0,,status,normal
venomoth,disable,1.0,,status,normal
golduck,disable,1.0,,status,normal
kadabra,disable,1.0,,status,normal
alakazam,disable,1.0,,status,normal
slowpoke,disable,18.0,,status,normal
seel,disable,0.0,,status,normal
grimer,disable,1.0,,status,normal
gastly,disable,0.0,,status,normal
drowzee,disable,12.0,,status,normal
lickitung,disable,15.0,,status,normal
kangaskhan,disable,0.0,,status,normal
horsea,disable,0.0,,status,normal
mewtwo,disable,1.0,,status,normal
slowbro,disable,1.0,,status,normal
dewgong,disable,0.0,,status,normal
muk,disable,1.0,,status,normal
gengar,disable,1.0,,status,normal
hypno,disable,1.0,,status,normal
seadra,disable,1.0,,status,normal
ekans,acid,38.0,40.0,special,poison
oddish,acid,24.0,40.0,special,poison
bellsprout,acid,26.0,40.0,special,poison
tentacool,acid,1.0,40.0,special,poison
arbok,acid,47.0,40.0,special,poison
gloom,acid,28.0,40.0,special,poison
vileplume,acid,1.0,40.0,special,poison
weepinbell,acid,29.0,40.0,special,poison
victreebel,acid,1.0,40.0,special,poison
tentacruel,acid,1.0,40.0,special,poison
lickitung,acid,10.0,40.0,special,poison
charmander,ember,9.0,40.0,special,fire
vulpix,ember,1.0,40.0,special,fire
growlithe,ember,18.0,40.0,special,fire
charmeleon,ember,1.0,40.0,special,fire
charizard,ember,1.0,40.0,special,fire
ninetales,ember,1.0,40.0,special,fire
arcanine,ember,1.0,40.0,special,fire
ponyta,ember,1.0,40.0,special,fire
moltres,ember,1.0,40.0,special,fire
rapidash,ember,1.0,40.0,special,fire
magmar,ember,1.0,40.0,special,fire
flareon,ember,1.0,40.0,special,fire
charmander,flamethrower,38.0,90.0,special,fire
vulpix,flamethrower,35.0,90.0,special,fire
growlithe,flamethrower,50.0,90.0,special,fire
machop,flamethrower,0.0,90.0,special,fire
geodude,flamethrower,0.0,90.0,special,fire
charmeleon,flamethrower,42.0,90.0,special,fire
charizard,flamethrower,46.0,90.0,special,fire
nidoqueen,flamethrower,0.0,90.0,special,fire
nidoking,flamethrower,0.0,90.0,special,fire
clefairy,flamethrower,0.0,90.0,special,fire
clefable,flamethrower,0.0,90.0,special,fire
ninetales,flamethrower,0.0,90.0,special,fire
jigglypuff,flamethrower,0.0,90.0,special,fire
wigglytuff,flamethrower,0.0,90.0,special,fire
arcanine,flamethrower,0.0,90.0,special,fire
machoke,flamethrower,0.0,90.0,special,fire
machamp,flamethrower,0.0,90.0,special,fire
graveler,flamethrower,0.0,90.0,special,fire
ponyta,flamethrower,0.0,90.0,special,fire
slowpoke,flamethrower,0.0,90.0,special,fire
grimer,flamethrower,0.0,90.0,special,fire
cubone,flamethrower,0.0,90.0,special,fire
lickitung,flamethrower,0.0,90.0,special,fire
koffing,flamethrower,0.0,90.0,special,fire
rhyhorn,flamethrower,0.0,90.0,special,fire
kangaskhan,flamethrower,0.0,90.0,special,fire
tauros,flamethrower,0.0,90.0,special,fire
aerodactyl,flamethrower,0.0,90.0,special,fire
moltres,flamethrower,49.0,90.0,special,fire
dratini,flamethrower,0.0,90.0,special,fire
mewtwo,flamethrower,0.0,90.0,special,fire
rapidash,flamethrower,0.0,90.0,special,fire
slowbro,flamethrower,0.0,90.0,special,fire
muk,flamethrower,0.0,90.0,special,fire
marowak,flamethrower,0.0,90.0,special,fire
weezing,flamethrower,0.0,90.0,special,fire
rhydon,flamethrower,0.0,90.0,special,fire
chansey,flamethrower,0.0,90.0,special,fire
magmar,flamethrower,55.0,90.0,special,fire
gyarados,flamethrower,0.0,90.0,special,fire
flareon,flamethrower,54.0,90.0,special,fire
snorlax,flamethrower,0.0,90.0,special,fire
dragonair,flamethrower,0.0,90.0,special,fire
dragonite,flamethrower,0.0,90.0,special,fire
mew,flamethrower,0.0,90.0,special,fire
golem,flamethrower,0.0,90.0,special,fire
squirtle,mist,0.0,,status,ice
poliwag,mist,0.0,,status,ice
wartortle,mist,0.0,,status,ice
blastoise,mist,0.0,,status,ice
poliwhirl,mist,0.0,,status,ice
poliwrath,mist,1.0,,status,ice
lapras,mist,20.0,,status,ice
articuno,mist,60.0,,status,ice
dratini,mist,0.0,,status,ice
mewtwo,mist,75.0,,status,ice
vaporeon,mist,48.0,,status,ice
dragonite,mist,1.0,,status,ice
squirtle,water-gun,15.0,40.0,special,water
rattata,water-gun,0.0,40.0,special,water
meowth,water-gun,0.0,40.0,special,water
psyduck,water-gun,0.0,40.0,special,water
poliwag,water-gun,19.0,40.0,special,water
tentacool,water-gun,22.0,40.0,special,water
wartortle,water-gun,15.0,40.0,special,water
blastoise,water-gun,1.0,40.0,special,water
raticate,water-gun,0.0,40.0,special,water
nidorina,water-gun,0.0,40.0,special,water
nidoqueen,water-gun,0.0,40.0,special,water
nidorino,water-gun,0.0,40.0,special,water
nidoking,water-gun,0.0,40.0,special,water
clefairy,water-gun,0.0,40.0,special,water
clefable,water-gun,0.0,40.0,special,water
jigglypuff,water-gun,0.0,40.0,special,water
wigglytuff,water-gun,0.0,40.0,special,water
persian,water-gun,0.0,40.0,special,water
golduck,water-gun,0.0,40.0,special,water
poliwhirl,water-gun,1.0,40.0,special,water
poliwrath,water-gun,1.0,40.0,special,water
tentacruel,water-gun,22.0,40.0,special,water
slowpoke,water-gun,33.0,40.0,special,water
seel,water-gun,0.0,40.0,special,water
shellder,water-gun,0.0,40.0,special,water
krabby,water-gun,0.0,40.0,special,water
cubone,water-gun,0.0,40.0,special,water
lickitung,water-gun,0.0,40.0,special,water
kangaskhan,water-gun,0.0,40.0,special,water
horsea,water-gun,30.0,40.0,special,water
goldeen,water-gun,0.0,40.0,special,water
staryu,water-gun,17.0,40.0,special,water
lapras,water-gun,1.0,40.0,special,water
omanyte,water-gun,1.0,40.0,special,water
kabuto,water-gun,0.0,40.0,special,water
articuno,water-gun,0.0,40.0,special,water
dratini,water-gun,0.0,40.0,special,water
mewtwo,water-gun,0.0,40.0,special,water
slowbro,water-gun,33.0,40.0,special,water
dewgong,water-gun,0.0,40.0,special,water
cloyster,water-gun,0.0,40.0,special,water
kingler,water-gun,0.0,40.0,special,water
marowak,water-gun,0.0,40.0,special,water
rhydon,water-gun,0.0,40.0,special,water
chansey,water-gun,0.0,40.0,special,water
seadra,water-gun,30.0,40.0,special,water
seaking,water-gun,0.0,40.0,special,water
starmie,water-gun,1.0,40.0,special,water
jynx,water-gun,0.0,40.0,special,water
gyarados,water-gun,0.0,40.0,special,water
vaporeon,water-gun,1.0,40.0,special,water
omastar,water-gun,1.0,40.0,special,water
kabutops,water-gun,0.0,40.0,special,water
snorlax,water-gun,0.0,40.0,special,water
dragonair,water-gun,0.0,40.0,special,water
dragonite,water-gun,0.0,40.0,special,water
mew,water-gun,0.0,40.0,special,water
squirtle,hydro-pump,42.0,110.0,special,water
psyduck,hydro-pump,52.0,110.0,special,water
poliwag,hydro-pump,45.0,110.0,special,water
tentacool,hydro-pump,48.0,110.0,special,water
wartortle,hydro-pump,47.0,110.0,special,water
blastoise,hydro-pump,52.0,110.0,special,water
golduck,hydro-pump,59.0,110.0,special,water
poliwhirl,hydro-pump,49.0,110.0,special,water
poliwrath,hydro-pump,1.0,110.0,special,water
tentacruel,hydro-pump,50.0,110.0,special,water
slowpoke,hydro-pump,0.0,110.0,special,water
seel,hydro-pump,0.0,110.0,special,water
shellder,hydro-pump,61.0,110.0,special,water
lickitung,hydro-pump,0.0,110.0,special,water
kangaskhan,hydro-pump,0.0,110.0,special,water
horsea,hydro-pump,45.0,110.0,special,water
goldeen,hydro-pump,0.0,110.0,special,water
staryu,hydro-pump,47.0,110.0,special,water
magikarp,hydro-pump,0.0,110.0,special,water
lapras,hydro-pump,46.0,110.0,special,water
omanyte,hydro-pump,53.0,110.0,special,water
kabuto,hydro-pump,49.0,110.0,special,water
dratini,hydro-pump,0.0,110.0,special,water
slowbro,hydro-pump,0.0,110.0,special,water
dewgong,hydro-pump,0.0,110.0,special,water
cloyster,hydro-pump,1.0,110.0,special,water
kingler,hydro-pump,0.0,110.0,special,water
rhydon,hydro-pump,0.0,110.0,special,water
seadra,hydro-pump,52.0,110.0,special,water
seaking,hydro-pump,0.0,110.0,special,water
starmie,hydro-pump,1.0,110.0,special,water
gyarados,hydro-pump,1.0,110.0,special,water
vaporeon,hydro-pump,54.0,110.0,special,water
omastar,hydro-pump,49.0,110.0,special,water
kabutops,hydro-pump,53.0,110.0,special,water
snorlax,hydro-pump,0.0,110.0,special,water
dragonair,hydro-pump,0.0,110.0,special,water
dragonite,hydro-pump,0.0,110.0,special,water
mew,hydro-pump,0.0,110.0,special,water
squirtle,surf,0.0,90.0,special,water
psyduck,surf,0.0,90.0,special,water
poliwag,surf,0.0,90.0,special,water
tentacool,surf,0.0,90.0,special,water
wartortle,surf,0.0,90.0,special,water
blastoise,surf,0.0,90.0,special,water
pikachu,surf,0.0,90.0,special,water
raichu,surf,0.0,90.0,special,water
nidoqueen,surf,0.0,90.0,special,water
nidoking,surf,0.0,90.0,special,water
golduck,surf,0.0,90.0,special,water
poliwhirl,surf,0.0,90.0,special,water
poliwrath,surf,0.0,90.0,special,water
tentacruel,surf,0.0,90.0,special,water
slowpoke,surf,0.0,90.0,special,water
seel,surf,0.0,90.0,special,water
shellder,surf,0.0,90.0,special,water
krabby,surf,0.0,90.0,special,water
lickitung,surf,0.0,90.0,special,water
kangaskhan,surf,0.0,90.0,special,water
horsea,surf,0.0,90.0,special,water
goldeen,surf,0.0,90.0,special,water
staryu,surf,0.0,90.0,special,water
tauros,surf,0.0,90.0,special,water
lapras,surf,0.0,90.0,special,water
omanyte,surf,0.0,90.0,special,water
kabuto,surf,0.0,90.0,special,water
dratini,surf,0.0,90.0,special,water
slowbro,surf,0.0,90.0,special,water
dewgong,surf,0.0,90.0,special,water
cloyster,surf,0.0,90.0,special,water
kingler,surf,0.0,90.0,special,water
rhydon,surf,0.0,90.0,special,water
seadra,surf,0.0,90.0,special,water
seaking,surf,0.0,90.0,special,water
starmie,surf,0.0,90.0,special,water
gyarados,surf,0.0,90.0,special,water
vaporeon,surf,0.0,90.0,special,water
omastar,surf,0.0,90.0,special,water
kabutops,surf,0.0,90.0,special,water
snorlax,surf,0.0,90.0,special,water
dragonair,surf,0.0,90.0,special,water
dragonite,surf,0.0,90.0,special,water
mew,surf,0.0,90.0,special,water
squirtle,ice-beam,0.0,90.0,special,ice
rattata,ice-beam,0.0,90.0,special,ice
nidoran-f,ice-beam,0.0,90.0,special,ice
nidoran-m,ice-beam,0.0,90.0,special,ice
psyduck,ice-beam,0.0,90.0,special,ice
poliwag,ice-beam,0.0,90.0,special,ice
tentacool,ice-beam,0.0,90.0,special,ice
wartortle,ice-beam,0.0,90.0,special,ice
blastoise,ice-beam,0.0,90.0,special,ice
raticate,ice-beam,0.0,90.0,special,ice
nidorina,ice-beam,0.0,90.0,special,ice
nidoqueen,ice-beam,0.0,90.0,special,ice
nidorino,ice-beam,0.0,90.0,special,ice
nidoking,ice-beam,0.0,90.0,special,ice
clefairy,ice-beam,0.0,90.0,special,ice
clefable,ice-beam,0.0,90.0,special,ice
jigglypuff,ice-beam,0.0,90.0,special,ice
wigglytuff,ice-beam,0.0,90.0,special,ice
golduck,ice-beam,0.0,90.0,special,ice
poliwhirl,ice-beam,0.0,90.0,special,ice
poliwrath,ice-beam,0.0,90.0,special,ice
tentacruel,ice-beam,0.0,90.0,special,ice
slowpoke,ice-beam,0.0,90.0,special,ice
seel,ice-beam,50.0,90.0,special,ice
shellder,ice-beam,50.0,90.0,special,ice
krabby,ice-beam,0.0,90.0,special,ice
cubone,ice-beam,0.0,90.0,special,ice
lickitung,ice-beam,0.0,90.0,special,ice
rhyhorn,ice-beam,0.0,90.0,special,ice
kangaskhan,ice-beam,0.0,90.0,special,ice
horsea,ice-beam,0.0,90.0,special,ice
goldeen,ice-beam,0.0,90.0,special,ice
staryu,ice-beam,0.0,90.0,special,ice
tauros,ice-beam,0.0,90.0,special,ice
lapras,ice-beam,38.0,90.0,special,ice
porygon,ice-beam,0.0,90.0,special,ice
omanyte,ice-beam,0.0,90.0,special,ice
kabuto,ice-beam,0.0,90.0,special,ice
articuno,ice-beam,1.0,90.0,special,ice
dratini,ice-beam,0.0,90.0,special,ice
mewtwo,ice-beam,0.0,90.0,special,ice
slowbro,ice-beam,0.0,90.0,special,ice
dewgong,ice-beam,56.0,90.0,special,ice
cloyster,ice-beam,0.0,90.0,special,ice
kingler,ice-beam,0.0,90.0,special,ice
marowak,ice-beam,0.0,90.0,special,ice
rhydon,ice-beam,0.0,90.0,special,ice
chansey,ice-beam,0.0,90.0,special,ice
seadra,ice-beam,0.0,90.0,special,ice
seaking,ice-beam,0.0,90.0,special,ice
starmie,ice-beam,0.0,90.0,special,ice
jynx,ice-beam,0.0,90.0,special,ice
gyarados,ice-beam,0.0,90.0,special,ice
vaporeon,ice-beam,0.0,90.0,special,ice
omastar,ice-beam,0.0,90.0,special,ice
kabutops,ice-beam,0.0,90.0,special,ice
snorlax,ice-beam,0.0,90.0,special,ice
dragonair,ice-beam,0.0,90.0,special,ice
dragonite,ice-beam,0.0,90.0,special,ice
mew,ice-beam,0.0,90.0,special,ice
squirtle,blizzard,0.0,110.0,special,ice
rattata,blizzard,0.0,110.0,special,ice
nidoran-f,blizzard,0.0,110.0,special,ice
nidoran-m,blizzard,0.0,110.0,special,ice
psyduck,blizzard,0.0,110.0,special,ice
poliwag,blizzard,0.0,110.0,special,ice
tentacool,blizzard,0.0,110.0,special,ice
wartortle,blizzard,0.0,110.0,special,ice
blastoise,blizzard,0.0,110.0,special,ice
raticate,blizzard,0.0,110.0,special,ice
nidorina,blizzard,0.0,110.0,special,ice
nidoqueen,blizzard,0.0,110.0,special,ice
nidorino,blizzard,0.0,110.0,special,ice
nidoking,blizzard,0.0,110.0,special,ice
clefairy,blizzard,0.0,110.0,special,ice
clefable,blizzard,0.0,110.0,special,ice
jigglypuff,blizzard,0.0,110.0,special,ice
wigglytuff,blizzard,0.0,110.0,special,ice
golduck,blizzard,0.0,110.0,special,ice
poliwhirl,blizzard,0.0,110.0,special,ice
poliwrath,blizzard,0.0,110.0,special,ice
tentacruel,blizzard,0.0,110.0,special,ice
slowpoke,blizzard,0.0,110.0,special,ice
seel,blizzard,0.0,110.0,special,ice
shellder,blizzard,0.0,110.0,special,ice
krabby,blizzard,0.0,110.0,special,ice
cubone,blizzard,0.0,110.0,special,ice
lickitung,blizzard,0.0,110.0,special,ice
rhyhorn,blizzard,0.0,110.0,special,ice
kangaskhan,blizzard,0.0,110.0,special,ice
horsea,blizzard,0.0,110.0,special,ice
goldeen,blizzard,0.0,110.0,special,ice
staryu,blizzard,0.0,110.0,special,ice
tauros,blizzard,0.0,110.0,special,ice
lapras,blizzard,0.0,110.0,special,ice
porygon,blizzard,0.0,110.0,special,ice
omanyte,blizzard,0.0,110.0,special,ice
kabuto,blizzard,0.0,110.0,special,ice
articuno,blizzard,51.0,110.0,special,ice
dratini,blizzard,0.0,110.0,special,ice
mewtwo,blizzard,0.0,110.0,special,ice
slowbro,blizzard,0.0,110.0,special,ice
dewgong,blizzard,0.0,110.0,special,ice
cloyster,blizzard,0.0,110.0,special,ice
kingler,blizzard,0.0,110.0,special,ice
marowak,blizzard,0.0,110.0,special,ice
rhydon,blizzard,0.0,110.0,special,ice
chansey,blizzard,0.0,110.0,special,ice
seadra,blizzard,0.0,110.0,special,ice
seaking,blizzard,0.0,110.0,special,ice
starmie,blizzard,0.0,110.0,special,ice
jynx,blizzard,58.0,110.0,special,ice
gyarados,blizzard,0.0,110.0,special,ice
vaporeon,blizzard,0.0,110.0,special,ice
omastar,blizzard,0.0,110.0,special,ice
kabutops,blizzard,0.0,110.0,special,ice
snorlax,blizzard,0.0,110.0,special,ice
dragonair,blizzard,0.0,110.0,special,ice
dragonite,blizzard,0.0,110.0,special,ice
mew,blizzard,0.0,110.0,special,ice
paras,psybeam,0.0,65.0,special,psychic
venonat,psybeam,35.0,65.0,special,psychic
psyduck,psybeam,0.0,65.0,special,psychic
butterfree,psybeam,32.0,65.0,special,psychic
clefairy,psybeam,0.0,65.0,special,psychic
clefable,psybeam,0.0,65.0,special,psychic
venomoth,psybeam,38.0,65.0,special,psychic
golduck,psybeam,27.0,65.0,special,psychic
kadabra,psybeam,27.0,65.0,special,psychic
alakazam,psybeam,27.0,65.0,special,psychic
slowpoke,psybeam,0.0,65.0,special,psychic
drowzee,psybeam,26.0,65.0,special,psychic
exeggcute,psybeam,27.0,65.0,special,psychic
koffing,psybeam,0.0,65.0,special,psychic
goldeen,psybeam,0.0,65.0,special,psychic
staryu,psybeam,24.0,65.0,special,psychic
porygon,psybeam,23.0,65.0,special,psychic
mewtwo,psybeam,22.0,65.0,special,psychic
slowbro,psybeam,0.0,65.0,special,psychic
hypno,psybeam,28.0,65.0,special,psychic
exeggutor,psybeam,0.0,65.0,special,psychic
weezing,psybeam,1.0,65.0,special,psychic
seaking,psybeam,1.0,65.0,special,psychic
